,gbw,CO2r,CO2s,Ci,gsw,day,flow,plantHeight,area,latitude,siteIdentifier,longitude,A,Patm,RHr,RHs,Tblock,Tair,Tleaf,E,VPDleaf,year,dataContributor,SampleID,measurementDevice,instrumentType,experimentalTreatment,growthEnvironment,month,time,unadjudicatedName,plantType,plantLeaf,plantForm,acceptedName,nameAuthor,nameAuthority,nameCategory,nameAdjudicator
853,2250.0,199.89999389648438,199.75999450683594,179.0,5.760000087320805,11.0,299.6000061035156,,6.0,39.31999969482422,mmsf,-86.41000366210938,0.058400001376867294,97.29000091552734,74.91000366210938,75.47000122070312,20.389999389648438,21.290000915527344,24.969999313354492,0.0763000026345253,1.2599999904632568,2014.0,Morgan Monroe State Forest,mmsf ltul 7,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
854,2250.0,99.16999816894531,99.77999877929688,179.0,6.1599998734891415,11.0,299.6000061035156,,6.0,39.31999969482422,mmsf,-86.41000366210938,-0.3149999976158142,97.27999877929688,74.88999938964844,75.47000122070312,20.3799991607666,21.280000686645508,24.8799991607666,0.0803999975323677,1.2400000095367432,2014.0,Morgan Monroe State Forest,mmsf ltul 7,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
855,2250.0,49.869998931884766,50.83000183105469,147.0,7.969999685883522,11.0,299.6000061035156,,6.0,39.31999969482422,mmsf,-86.41000366210938,-0.4869999885559082,97.27999877929688,74.31999969482422,75.06999969482422,20.59000015258789,21.3799991607666,24.84000015258789,0.10300000011920929,1.2300000190734863,2014.0,Morgan Monroe State Forest,mmsf ltul 7,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
856,2250.0,400.3999938964844,398.260009765625,266.0,12.900000438094139,11.0,299.6000061035156,,6.0,39.31999969482422,mmsf,-86.41000366210938,1.0,97.2699966430664,71.08999633789062,72.26000213623047,21.56999969482422,22.030000686645508,24.8700008392334,0.16699999570846558,1.2300000190734863,2014.0,Morgan Monroe State Forest,mmsf ltul 7,licor 6400,licor 6400,ambient,open,6.0,,,,,,,,,,
857,2250.0,399.79998779296875,397.6700134277344,158.0,7.040000054985285,11.0,299.6000061035156,,6.0,39.31999969482422,mmsf,-86.41000366210938,1.0299999713897705,97.2699966430664,75.41999816894531,76.0999984741211,20.049999237060547,21.020000457763672,24.68000030517578,0.09019999951124191,1.2200000286102295,2014.0,Morgan Monroe State Forest,mmsf ltul 7,licor 6400,licor 6400,ambient,open,6.0,,,,,,,,,,
858,2250.0,599.969970703125,595.7899780273438,339.0,12.900000438094139,11.0,299.6000061035156,,6.0,39.31999969482422,mmsf,-86.41000366210938,2.0,97.2699966430664,73.33999633789062,74.45999908447266,20.899999618530273,21.420000076293945,24.200000762939453,0.15199999511241913,1.1200000047683716,2014.0,Morgan Monroe State Forest,mmsf ltul 7,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
859,2250.0,800.8699951171875,795.3599853515625,335.0,9.510000236332417,11.0,299.6000061035156,,6.0,39.31999969482422,mmsf,-86.41000366210938,2.6500000953674316,97.2699966430664,73.75,74.68000030517578,20.389999389648438,21.25,24.760000228881836,0.12399999797344208,1.2400000095367432,2014.0,Morgan Monroe State Forest,mmsf ltul 7,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
860,2250.0,1000.469970703125,993.1900024414062,547.0,13.000000268220901,11.0,299.6000061035156,,6.0,39.31999969482422,mmsf,-86.41000366210938,3.4700000286102295,97.2699966430664,71.94999694824219,73.16999816894531,20.989999771118164,21.610000610351562,24.709999084472656,0.16699999570846558,1.2300000190734863,2014.0,Morgan Monroe State Forest,mmsf ltul 7,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
861,2250.0,1198.9000244140625,1190.75,611.0,11.19999960064888,11.0,299.6000061035156,,6.0,39.31999969482422,mmsf,-86.41000366210938,3.890000104904175,97.2699966430664,71.62999725341797,72.69000244140625,20.979999542236328,21.65999984741211,24.860000610351562,0.14800000190734863,1.2699999809265137,2014.0,Morgan Monroe State Forest,mmsf ltul 7,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
862,2250.0,1500.1199951171875,1489.5,860.0,13.399999588727951,11.0,299.6000061035156,,6.0,39.31999969482422,mmsf,-86.41000366210938,5.039999961853027,97.2699966430664,70.30000305175781,71.58000183105469,21.360000610351562,21.90999984741211,24.8700008392334,0.17800000309944153,1.2699999809265137,2014.0,Morgan Monroe State Forest,mmsf ltul 7,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
863,2250.0,2000.5400390625,1986.6300048828125,292.0,6.500000134110451,11.0,299.6000061035156,,6.0,39.31999969482422,mmsf,-86.41000366210938,6.78000020980835,97.2699966430664,74.83000183105469,75.4800033569336,19.790000915527344,20.850000381469727,24.610000610351562,0.08479999750852585,1.2400000095367432,2014.0,Morgan Monroe State Forest,mmsf ltul 7,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
864,2250.0,400.260009765625,384.0,220.0,81.00000023841858,11.0,300.20001220703125,,6.0,39.31999969482422,mmsf,-86.41000366210938,7.659999847412109,97.55000305175781,57.220001220703125,66.48999786376953,20.1299991607666,21.469999313354492,25.209999084472656,1.2400000095367432,1.5099999904632568,2014.0,Morgan Monroe State Forest,mmsf asac 9,licor 6400,licor 6400,ambient,open,6.0,,,,,,,,,,
865,2250.0,300.3599853515625,290.8699951171875,173.0,64.99999761581421,11.0,300.20001220703125,,6.0,39.31999969482422,mmsf,-86.41000366210938,4.449999809265137,97.55000305175781,58.75,66.29000091552734,19.940000534057617,21.1299991607666,25.010000228881836,1.0,1.5099999904632568,2014.0,Morgan Monroe State Forest,mmsf asac 9,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
866,2250.0,201.02000427246094,196.52999877929688,131.0,55.1999993622303,11.0,300.20001220703125,,6.0,39.31999969482422,mmsf,-86.41000366210938,2.0799999237060547,97.55000305175781,59.189998626708984,65.62999725341797,19.940000534057617,21.030000686645508,24.8700008392334,0.8579999804496765,1.5099999904632568,2014.0,Morgan Monroe State Forest,mmsf asac 9,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
867,2250.0,99.44999694824219,98.83000183105469,89.5999984741211,53.89999970793724,11.0,300.20001220703125,,6.0,39.31999969482422,mmsf,-86.41000366210938,0.22499999403953552,97.55000305175781,58.029998779296875,64.22000122070312,20.530000686645508,21.350000381469727,24.899999618530273,0.8420000076293945,1.5199999809265137,2014.0,Morgan Monroe State Forest,mmsf asac 9,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
868,2250.0,51.380001068115234,52.470001220703125,68.30000305175781,55.1999993622303,11.0,300.20001220703125,,6.0,39.31999969482422,mmsf,-86.41000366210938,-0.5870000123977661,97.55000305175781,57.75,64.12000274658203,20.530000686645508,21.3799991607666,24.920000076293945,0.8629999756813049,1.5299999713897705,2014.0,Morgan Monroe State Forest,mmsf asac 9,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
869,2250.0,400.4599914550781,390.2699890136719,213.0,46.19999974966049,11.0,300.20001220703125,,6.0,39.31999969482422,mmsf,-86.41000366210938,4.809999942779541,97.55000305175781,57.349998474121094,62.95000076293945,20.530000686645508,21.399999618530273,24.979999542236328,0.7450000047683716,1.5700000524520874,2014.0,Morgan Monroe State Forest,mmsf asac 9,licor 6400,licor 6400,ambient,open,6.0,,,,,,,,,,
870,2250.0,399.4100036621094,393.6199951171875,225.0,27.400000020861626,11.0,300.20001220703125,,6.0,39.31999969482422,mmsf,-86.41000366210938,2.7100000381469727,97.55000305175781,57.5,60.91999816894531,20.530000686645508,21.399999618530273,25.079999923706055,0.4659999907016754,1.6399999856948853,2014.0,Morgan Monroe State Forest,mmsf asac 9,licor 6400,licor 6400,ambient,open,6.0,,,,,,,,,,
871,2250.0,598.77001953125,590.27001953125,304.0,23.600000888109207,11.0,300.20001220703125,,6.0,39.31999969482422,mmsf,-86.41000366210938,4.010000228881836,97.54000091552734,57.45000076293945,60.400001525878906,20.530000686645508,21.399999618530273,25.06999969482422,0.40400001406669617,1.649999976158142,2014.0,Morgan Monroe State Forest,mmsf asac 9,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
872,2250.0,799.72998046875,789.780029296875,404.0,20.500000566244125,11.0,300.20001220703125,,6.0,39.31999969482422,mmsf,-86.41000366210938,4.699999809265137,97.52999877929688,57.16999816894531,59.81999969482422,20.530000686645508,21.3799991607666,25.0,0.3529999852180481,1.649999976158142,2014.0,Morgan Monroe State Forest,mmsf asac 9,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
873,2250.0,1000.1699829101562,990.9099731445312,521.0,15.599999576807022,11.0,300.20001220703125,,6.0,39.31999969482422,mmsf,-86.41000366210938,4.360000133514404,97.52999877929688,57.150001525878906,59.20000076293945,20.530000686645508,21.3700008392334,24.989999771118164,0.2720000147819519,1.6699999570846558,2014.0,Morgan Monroe State Forest,mmsf asac 9,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
874,2250.0,1199.2900390625,1190.9200439453125,638.0,12.000000104308128,11.0,300.20001220703125,,6.0,39.31999969482422,mmsf,-86.41000366210938,3.940000057220459,97.52999877929688,57.13999938964844,58.72999954223633,20.530000686645508,21.360000610351562,25.0,0.210999995470047,1.6799999475479126,2014.0,Morgan Monroe State Forest,mmsf asac 9,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
875,2250.0,1500.3900146484375,1492.7099609375,824.0,9.100000374019146,11.0,300.20001220703125,,6.0,39.31999969482422,mmsf,-86.41000366210938,3.5999999046325684,97.52999877929688,57.06999969482422,58.279998779296875,20.530000686645508,21.350000381469727,25.0,0.16099999845027924,1.690000057220459,2014.0,Morgan Monroe State Forest,mmsf asac 9,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
876,2250.0,1998.7900390625,1991.5400390625,1140.0,6.719999946653843,11.0,300.20001220703125,,6.0,39.31999969482422,mmsf,-86.41000366210938,3.390000104904175,97.52999877929688,57.02000045776367,57.90999984741211,20.530000686645508,21.360000610351562,25.030000686645508,0.11999999731779099,1.7100000381469727,2014.0,Morgan Monroe State Forest,mmsf asac 9,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
877,2250.0,400.0954895019531,382.6837158203125,339.8873596191406,367.8493797779083,27.0,300.19158935546875,,6.0,10.420000076293945,laselva,-84.0199966430664,7.2712531089782715,100.67993927001953,39.30497360229492,64.47853088378906,24.46982192993164,23.756858825683594,24.422962188720703,3.763404607772827,1.1688292026519775,2015.0,La Selva Biological Station,laselva vseb 5,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
878,2250.0,299.9307556152344,287.0130310058594,252.1373291015625,330.6494653224945,27.0,300.1968078613281,,6.0,10.420000076293945,laselva,-84.0199966430664,5.453117370605469,100.68061828613281,39.43693161010742,63.027618408203125,24.396631240844727,23.727527618408203,24.33598518371582,3.518941640853882,1.1989718675613403,2015.0,La Selva Biological Station,laselva vseb 5,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
879,2250.0,199.87867736816406,192.56105041503906,168.03964233398438,259.8614990711212,27.0,300.2048645019531,,6.0,10.420000076293945,laselva,-84.0199966430664,3.0784783363342285,100.68294525146484,39.27760696411133,59.4586067199707,24.249614715576172,23.833650588989258,24.248640060424805,3.026746988296509,1.2769469022750854,2015.0,La Selva Biological Station,laselva vseb 5,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
880,2250.0,99.92029571533203,98.29488372802734,91.271240234375,196.98059558868408,27.0,300.19610595703125,,6.0,10.420000076293945,laselva,-84.0199966430664,0.5659149885177612,100.67884826660156,38.97353744506836,55.59330749511719,24.173744201660156,24.00589370727539,24.202356338500977,2.5161256790161133,1.3659791946411133,2015.0,La Selva Biological Station,laselva vseb 5,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
881,2250.0,53.478355407714844,54.055049896240234,57.88014602661133,125.09053945541382,27.0,300.21759033203125,,6.0,10.420000076293945,laselva,-84.0199966430664,-0.3759910464286804,100.67986297607422,40.61836242675781,51.72555923461914,22.776317596435547,23.38880157470703,23.10608673095703,1.6175116300582886,1.3446831703186035,2015.0,La Selva Biological Station,laselva vseb 5,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
882,2250.0,399.9318542480469,390.53082275390625,300.2951965332031,85.1028636097908,27.0,300.1917724609375,,6.0,10.420000076293945,laselva,-84.0199966430664,4.231643199920654,100.67449188232422,39.229679107666016,47.23421096801758,22.925947189331055,23.9989013671875,23.271936416625977,1.2082974910736084,1.4519084692001343,2015.0,La Selva Biological Station,laselva vseb 5,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
883,2250.0,399.9028625488281,389.32177734375,261.82684326171875,67.22087413072586,27.0,300.19647216796875,,6.0,10.420000076293945,laselva,-84.0199966430664,4.85939359664917,100.67320251464844,39.98421859741211,47.510032653808594,24.369108200073242,23.710264205932617,24.476871490478516,1.1163352727890015,1.6835136413574219,2015.0,La Selva Biological Station,laselva vseb 5,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
884,2250.0,599.9966430664062,584.5810546875,380.36041259765625,60.98479777574539,27.0,300.2092590332031,,6.0,10.420000076293945,laselva,-84.0199966430664,7.107739448547363,100.66925048828125,39.95363998413086,46.92386245727539,24.507667541503906,23.7393798828125,24.576858520507812,1.0356667041778564,1.716835379600525,2015.0,La Selva Biological Station,laselva vseb 5,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
885,2250.0,800.0575561523438,784.662353515625,577.6727905273438,60.13009697198868,27.0,300.19805908203125,,6.0,10.420000076293945,laselva,-84.0199966430664,6.9614458084106445,100.66617584228516,39.85050582885742,46.186683654785156,23.429792404174805,23.798696517944336,23.779508590698242,0.944657564163208,1.5888946056365967,2015.0,La Selva Biological Station,laselva vseb 5,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
886,2250.0,999.8939819335938,981.0740356445312,671.4173583984375,48.81436750292778,27.0,300.20355224609375,,6.0,10.420000076293945,laselva,-84.0199966430664,8.520716667175293,100.66922760009766,37.490257263183594,43.25094985961914,25.124279022216797,24.818513870239258,25.31572914123535,0.9129186868667603,1.879594087600708,2015.0,La Selva Biological Station,laselva vseb 5,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
887,2250.0,1200.87353515625,1178.96728515625,791.995849609375,45.458488166332245,27.0,300.20550537109375,,6.0,10.420000076293945,laselva,-84.0199966430664,10.027555465698242,100.66963195800781,40.314239501953125,45.687374114990234,24.225540161132812,23.602785110473633,24.492977142333984,0.7914319634437561,1.7488069534301758,2015.0,La Selva Biological Station,laselva vseb 5,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
888,2250.0,1500.2093505859375,1476.235107421875,1010.4265747070312,41.24465957283974,27.0,300.2051696777344,,6.0,10.420000076293945,laselva,-84.0199966430664,10.896848678588867,100.6634521484375,39.68348693847656,44.66646194458008,24.397005081176758,23.83163070678711,24.750659942626953,0.7441027760505676,1.8084373474121094,2015.0,La Selva Biological Station,laselva vseb 5,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
889,2250.0,399.9906311035156,375.24176025390625,310.2430419921875,341.06555581092834,20.0,300.2507019042969,,6.0,10.420000076293945,laselva,-84.0199966430664,10.987350463867188,100.89794158935547,37.16412353515625,60.666770935058594,25.573131561279297,24.760908126831055,24.782556533813477,3.7240684032440186,1.2370082139968872,2015.0,La Selva Biological Station,laselva fcol 2,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
890,2250.0,299.9657287597656,281.5313415527344,227.67018127441406,302.4274408817291,20.0,300.248046875,,6.0,10.420000076293945,laselva,-84.0199966430664,8.232755661010742,100.89812469482422,37.05727767944336,59.06657028198242,25.689102172851562,24.939952850341797,24.95807456970215,3.5237951278686523,1.3003250360488892,2015.0,La Selva Biological Station,laselva fcol 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
891,2250.0,199.9606170654297,189.32711791992188,148.21463012695312,222.0117747783661,20.0,300.2469177246094,,6.0,10.420000076293945,laselva,-84.0199966430664,4.760305404663086,100.89789581298828,38.757598876953125,57.83871841430664,24.663135528564453,24.439434051513672,25.21636199951172,2.962174415588379,1.4424132108688354,2015.0,La Selva Biological Station,laselva fcol 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
892,2250.0,100.0053939819336,96.77445983886719,81.99127960205078,185.11003255844116,20.0,300.256591796875,,6.0,10.420000076293945,laselva,-84.0199966430664,1.3670240640640259,100.8967056274414,40.00677490234375,57.05495071411133,24.316146850585938,24.034717559814453,25.09716033935547,2.581515073776245,1.4857947826385498,2015.0,La Selva Biological Station,laselva fcol 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
893,2250.0,97.88064575195312,95.10408020019531,77.29977416992188,129.35981154441833,20.0,300.2368469238281,,6.0,10.420000076293945,laselva,-84.0199966430664,1.2030473947525024,100.89570617675781,40.93299865722656,53.999481201171875,24.327383041381836,23.88979721069336,25.023927688598633,1.9592365026474,1.5776208639144897,2015.0,La Selva Biological Station,laselva fcol 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
894,2250.0,400.09954833984375,381.6194763183594,245.6430206298828,111.99982464313507,20.0,300.2386779785156,,6.0,10.420000076293945,laselva,-84.0199966430664,8.584165573120117,100.89444732666016,41.34418869018555,52.95137023925781,24.327482223510742,23.871004104614258,24.993520736694336,1.737912893295288,1.6048165559768677,2015.0,La Selva Biological Station,laselva fcol 2,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
895,2250.0,400.16656494140625,381.9260559082031,233.10264587402344,100.56176036596298,20.0,300.2401123046875,,6.0,10.420000076293945,laselva,-84.0199966430664,8.518798828125,100.89547729492188,41.61890411376953,52.271305084228516,24.327686309814453,23.863683700561523,25.023813247680664,1.5939099788665771,1.631455898284912,2015.0,La Selva Biological Station,laselva fcol 2,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
896,2250.0,599.9382934570312,576.446044921875,336.5032958984375,79.68269288539886,20.0,300.2354431152344,,6.0,10.420000076293945,laselva,-84.0199966430664,10.998675346374512,100.89653778076172,42.04249954223633,50.8249626159668,24.327411651611328,23.852846145629883,25.052736282348633,1.3126418590545654,1.6808974742889404,2015.0,La Selva Biological Station,laselva fcol 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
897,2250.0,799.9425048828125,773.906982421875,427.360107421875,60.6866180896759,20.0,300.23681640625,,6.0,10.420000076293945,laselva,-84.0199966430664,12.221753120422363,100.89669036865234,42.397945404052734,49.37409210205078,24.328657150268555,23.846847534179688,25.12212562561035,1.0418366193771362,1.737710952758789,2015.0,La Selva Biological Station,laselva fcol 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
898,2250.0,999.7286376953125,972.6017456054688,511.8606262207031,47.30924963951111,20.0,300.2388916015625,,6.0,10.420000076293945,laselva,-84.0199966430664,12.764244079589844,100.89556121826172,43.03480529785156,48.65106964111328,24.171337127685547,23.7338809967041,25.137022018432617,0.8328201174736023,1.7717890739440918,2015.0,La Selva Biological Station,laselva fcol 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
899,2250.0,1199.6729736328125,1172.0679931640625,596.9946899414062,38.43759000301361,20.0,300.2364807128906,,6.0,10.420000076293945,laselva,-84.0199966430664,13.009245872497559,100.89635467529297,43.42905044555664,48.06044006347656,24.17218017578125,23.720251083374023,25.13370704650879,0.6860733032226562,1.7897263765335083,2015.0,La Selva Biological Station,laselva fcol 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
900,2250.0,1499.8463134765625,1470.5458984375,756.9500122070312,32.8068882226944,20.0,300.2262268066406,,6.0,10.420000076293945,laselva,-84.0199966430664,13.796195030212402,100.89788055419922,44.145301818847656,48.142242431640625,24.016006469726562,23.614355087280273,25.11954116821289,0.5882576107978821,1.7936267852783203,2015.0,La Selva Biological Station,laselva fcol 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
901,2250.0,1999.6639404296875,1969.3427734375,1166.17626953125,30.136248096823692,20.0,300.2492980957031,,6.0,10.420000076293945,laselva,-84.0199966430664,14.109305381774902,100.8988037109375,44.55901336669922,48.2335205078125,24.017379760742188,23.595155715942383,25.111465454101562,0.5402190089225769,1.79104745388031,2015.0,La Selva Biological Station,laselva fcol 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
902,2250.0,399.510009765625,388.0400085449219,257.0,71.19999825954437,21.0,299.6000061035156,,6.0,32.599998474121094,auburn,-85.5,5.320000171661377,99.8499984741211,48.209999084472656,54.650001525878906,24.5,24.8799991607666,25.149999618530273,1.0499999523162842,1.4800000190734863,2014.0,Donald E. Davis Arboretum,auburn iopa 8,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
903,2250.0,299.2300109863281,291.1000061035156,199.0,71.59999758005142,21.0,299.6000061035156,,6.0,32.599998474121094,auburn,-85.5,3.759999990463257,99.8499984741211,49.90999984741211,56.349998474121094,23.489999771118164,24.360000610351562,24.90999984741211,1.0199999809265137,1.440000057220459,2014.0,Donald E. Davis Arboretum,auburn iopa 8,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
904,2250.0,199.77999877929688,194.67999267578125,143.0,80.49999922513962,21.0,299.6000061035156,,6.0,32.599998474121094,auburn,-85.5,2.3399999141693115,99.8499984741211,53.290000915527344,60.59000015258789,21.6200008392334,23.170000076293945,24.31999969482422,1.059999942779541,1.3300000429153442,2014.0,Donald E. Davis Arboretum,auburn iopa 8,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
905,2250.0,100.06999969482422,98.5999984741211,86.5,99.39999878406525,21.0,299.6000061035156,,6.0,32.599998474121094,auburn,-85.5,0.6169999837875366,99.8499984741211,56.08000183105469,64.45999908447266,21.329999923706055,22.43000030517578,23.739999771118164,1.159999966621399,1.190000057220459,2014.0,Donald E. Davis Arboretum,auburn iopa 8,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
906,2250.0,50.119998931884766,50.68000030517578,54.599998474121094,116.99999868869781,21.0,299.6000061035156,,6.0,32.599998474121094,auburn,-85.5,-0.35499998927116394,99.8499984741211,49.77000045776367,59.0099983215332,24.09000015258789,24.6299991607666,24.829999923706055,1.4900000095367432,1.309999942779541,2014.0,Donald E. Davis Arboretum,auburn iopa 8,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
907,2250.0,400.82000732421875,383.2300109863281,290.0,158.00000727176666,21.0,299.6000061035156,,6.0,32.599998474121094,auburn,-85.5,8.069999694824219,99.83999633789062,50.630001068115234,62.65999984741211,23.790000915527344,24.239999771118164,24.760000228881836,1.8600000143051147,1.2300000190734863,2014.0,Donald E. Davis Arboretum,auburn iopa 8,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
908,2250.0,399.6300048828125,381.8800048828125,288.0,158.9999943971634,21.0,299.6000061035156,,6.0,32.599998474121094,auburn,-85.5,8.119999885559082,99.83999633789062,49.97999954223633,62.16999816894531,23.90999984741211,24.559999465942383,25.1200008392334,1.9500000476837158,1.2799999713897705,2014.0,Donald E. Davis Arboretum,auburn iopa 8,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
909,2250.0,598.4400024414062,574.1699829101562,440.0,150.9999930858612,21.0,299.6000061035156,,6.0,32.599998474121094,auburn,-85.5,11.0,99.83999633789062,51.52000045776367,63.7400016784668,23.31999969482422,24.239999771118164,25.440000534057617,1.9299999475479126,1.3300000429153442,2014.0,Donald E. Davis Arboretum,auburn iopa 8,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
910,2250.0,799.4000244140625,770.27001953125,623.0,165.99999368190765,21.0,299.6000061035156,,6.0,32.599998474121094,auburn,-85.5,13.100000381469727,99.83999633789062,53.11000061035156,65.9800033569336,22.31999969482422,23.530000686645508,24.700000762939453,1.909999966621399,1.2000000476837158,2014.0,Donald E. Davis Arboretum,auburn iopa 8,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
911,2250.0,1000.3800048828125,968.8800048828125,801.0,157.00000524520874,21.0,299.6000061035156,,6.0,32.599998474121094,auburn,-85.5,14.100000381469727,99.83999633789062,56.400001525878906,68.29000091552734,21.059999465942383,22.600000381469727,23.950000762939453,1.6699999570846558,1.1100000143051147,2014.0,Donald E. Davis Arboretum,auburn iopa 8,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
912,2250.0,1199.7900390625,1166.4000244140625,941.0,123.00000339746475,21.0,299.6000061035156,,6.0,32.599998474121094,auburn,-85.5,14.899999618530273,99.83000183105469,51.4900016784668,61.15999984741211,23.520000457763672,24.170000076293945,24.559999465942383,1.4900000095367432,1.25,2014.0,Donald E. Davis Arboretum,auburn iopa 8,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
913,2250.0,1500.280029296875,1465.219970703125,1180.0,99.50000047683716,21.0,299.6000061035156,,6.0,32.599998474121094,auburn,-85.5,15.600000381469727,99.83000183105469,51.08000183105469,59.58000183105469,22.979999542236328,24.309999465942383,24.93000030517578,1.3200000524520874,1.350000023841858,2014.0,Donald E. Davis Arboretum,auburn iopa 8,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
914,2250.0,2000.4599609375,1963.4300537109375,1570.0,77.29999721050262,21.0,299.6000061035156,,6.0,32.599998474121094,auburn,-85.5,16.200000762939453,99.83000183105469,51.4900016784668,59.04999923706055,23.31999969482422,24.239999771118164,25.719999313354492,1.1699999570846558,1.5199999809265137,2014.0,Donald E. Davis Arboretum,auburn iopa 8,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
915,2250.0,400.57000732421875,400.7699890136719,425.0,6.709999870508909,22.0,299.6000061035156,,6.0,43.5,guelph,-80.20999908447266,-0.14300000667572021,97.55000305175781,64.83999633789062,65.58999633789062,20.3799991607666,21.84000015258789,25.1200008392334,0.10400000214576721,1.4800000190734863,2014.0,University of Guelph Arboretum,guelph ltul 3,licor 6400,licor 6400,ambient,open,7.0,,,,,,,,,,
916,2250.0,299.0899963378906,299.92999267578125,380.0,8.349999785423279,22.0,299.6000061035156,,6.0,43.5,guelph,-80.20999908447266,-0.45899999141693115,97.55999755859375,66.9800033569336,67.88999938964844,20.06999969482422,21.31999969482422,24.6299991607666,0.12099999934434891,1.3799999952316284,2014.0,University of Guelph Arboretum,guelph ltul 3,licor 6400,licor 6400,co2,open,7.0,,,,,,,,,,
917,2250.0,200.25,200.77999877929688,245.0,9.349999949336052,22.0,299.6000061035156,,6.0,43.5,guelph,-80.20999908447266,-0.28999999165534973,97.55999755859375,63.43000030517578,64.41999816894531,21.170000076293945,22.18000030517578,24.959999084472656,0.14100000262260437,1.440000057220459,2014.0,University of Guelph Arboretum,guelph ltul 3,licor 6400,licor 6400,co2,open,7.0,,,,,,,,,,
918,2250.0,99.75,100.75,187.0,9.13000013679266,22.0,299.6000061035156,,6.0,43.5,guelph,-80.20999908447266,-0.5099999904632568,97.56999969482422,63.06999969482422,64.04000091552734,21.170000076293945,22.219999313354492,25.059999465942383,0.14000000059604645,1.4700000286102295,2014.0,University of Guelph Arboretum,guelph ltul 3,licor 6400,licor 6400,co2,open,7.0,,,,,,,,,,
919,2250.0,399.57000732421875,399.6099853515625,403.0,9.189999662339687,22.0,299.6000061035156,,6.0,43.5,guelph,-80.20999908447266,-0.0763000026345253,97.56999969482422,63.189998626708984,64.16999816894531,20.979999542236328,22.09000015258789,25.040000915527344,0.1420000046491623,1.4700000286102295,2014.0,University of Guelph Arboretum,guelph ltul 3,licor 6400,licor 6400,ambient,open,7.0,,,,,,,,,,
